Gene.symbol,logFC,P.Value
RNF111,0.1392675,0.063299236
,0.125457165,0.063323004
HIST1H3G,-0.209649235,0.063364924
XRN1,0.211415071,0.063414768
FMOD,0.114709065,0.063510864
SLFN12,-0.3355264,0.063518883
,0.432514276,0.06354777
IFFO1,-0.132137294,0.063640978
NF1,0.134773912,0.063663194
,-0.098680388,0.063934931
MIR31,0.134473924,0.063943048
FSTL3,-0.146658694,0.063976272
CFHR1,0.142323065,0.064014568
PCSK5,-0.197670812,0.064083606
BNC1,0.115277835,0.064113931
GTDC1,0.215497659,0.064120914
VNN2,0.313391353,0.064134924
PLAUR,0.223990159,0.064202143
ST20-MTHFS///MTHFS,0.269955871,0.064218812
,-0.213785176,0.064306265
TMED8,0.257229494,0.064310376
PRNT,0.140675794,0.06433522
TRPC6,0.103026771,0.06456872
ENDOU,0.120224447,0.06458947
SNORA7B,-0.288793135,0.064664987
DUS3L,-0.104057941,0.06468732
C3orf30,0.0923508,0.064713105
IFI27,-0.942026847,0.064820746
PCDH19,0.119931618,0.064866285
,-0.477111794,0.064983041
